month,department,level,headcount_or_hires,avg_salary_or_exits,location
2025-11-01,Sales,Lead,7,78000.0,Bangkok HQ
2025-11-01,Sales,Manager,5,89900.0,Bangkok HQ
2025-11-01,Sales,_movement,3,0,ALL
2025-11-01,Marketing,Junior,6,31600.0,Bangkok HQ
2025-11-01,Marketing,Mid,6,60300.0,Bangkok HQ
2025-11-01,Marketing,Senior,4,86400.0,Rayong Plant
2025-11-01,Marketing,Lead,2,120500.0,Chiang Mai Hub
2025-11-01,Marketing,Manager,2,138000.0,Rayong Plant
2025-11-01,Marketing,_movement,3,0,ALL
2025-11-01,Engineering,Junior,9,39000.0,Chiang Mai Hub
2025-11-01,Engineering,Mid,9,57100.0,Rayong Plant
2025-11-01,Engineering,Senior,6,98600.0,Bangkok HQ
2025-11-01,Engineering,Lead,3,80000.0,Rayong Plant
2025-11-01,Engineering,Manager,2,101000.0,Rayong Plant
2025-11-01,Engineering,_movement,0,0,ALL
2025-11-01,Finance,Junior,14,37500.0,Chiang Mai Hub
2025-11-01,Finance,Mid,14,66600.0,Chiang Mai Hub
2025-11-01,Finance,Senior,9,82300.0,Bangkok HQ
2025-11-01,Finance,Lead,6,98500.0,Rayong Plant
2025-11-01,Finance,Manager,4,116900.0,Rayong Plant
2025-11-01,Finance,_movement,2,1,ALL
2025-11-01,Operations,Junior,5,33400.0,Bangkok HQ
2025-11-01,Operations,Mid,5,48100.0,Bangkok HQ
2025-11-01,Operations,Senior,3,92000.0,Chiang Mai Hub
2025-11-01,Operations,Lead,2,106700.0,Rayong Plant
2025-11-01,Operations,Manager,1,133500.0,Chiang Mai Hub
2025-11-01,Operations,_movement,0,0,ALL
2025-11-01,HR,Junior,6,39300.0,Bangkok HQ
2025-11-01,HR,Mid,6,47500.0,Rayong Plant
2025-11-01,HR,Senior,4,80500.0,Chiang Mai Hub
2025-11-01,HR,Lead,2,78000.0,Bangkok HQ
2025-11-01,HR,Manager,2,148100.0,Bangkok HQ
2025-11-01,HR,_movement,1,0,ALL
2025-11-01,Customer Success,Junior,6,37200.0,Chiang Mai Hub
2025-11-01,Customer Success,Mid,6,48400.0,Chiang Mai Hub
2025-11-01,Customer Success,Senior,4,66000.0,Bangkok HQ
2025-11-01,Customer Success,Lead,2,87200.0,Rayong Plant
2025-11-01,Customer Success,Manager,2,141400.0,Rayong Plant
2025-11-01,Customer Success,_movement,0,0,ALL
2025-12-01,Sales,Junior,18,41400.0,Rayong Plant
2025-12-01,Sales,Mid,18,48000.0,Bangkok HQ
2025-12-01,Sales,Senior,12,74600.0,Bangkok HQ
2025-12-01,Sales,Lead,7,83900.0,Rayong Plant
2025-12-01,Sales,Manager,5,106500.0,Bangkok HQ
2025-12-01,Sales,_movement,0,0,ALL
2025-12-01,Marketing,Junior,6,30000.0,Chiang Mai Hub
2025-12-01,Marketing,Mid,6,54100.0,Bangkok HQ
2025-12-01,Marketing,Senior,4,57800.0,Bangkok HQ
2025-12-01,Marketing,Lead,2,91800.0,Rayong Plant
2025-12-01,Marketing,Manager,2,135900.0,Bangkok HQ
2025-12-01,Marketing,_movement,0,0,ALL
2025-12-01,Engineering,Junior,9,41400.0,Rayong Plant
2025-12-01,Engineering,Mid,9,56200.0,Bangkok HQ
2025-12-01,Engineering,Senior,6,74800.0,Bangkok HQ
2025-12-01,Engineering,Lead,3,81000.0,Bangkok HQ
2025-12-01,Engineering,Manager,2,110500.0,Rayong Plant
2025-12-01,Engineering,_movement,0,0,ALL
2025-12-01,Finance,Junior,14,30500.0,Chiang Mai Hub
2025-12-01,Finance,Mid,14,40300.0,Bangkok HQ
2025-12-01,Finance,Senior,10,63500.0,Rayong Plant
2025-12-01,Finance,Lead,6,77900.0,Bangkok HQ
2025-12-01,Finance,Manager,4,151300.0,Rayong Plant
2025-12-01,Finance,_movement,1,0,ALL
2025-12-01,Operations,Junior,5,38900.0,Bangkok HQ
2025-12-01,Operations,Mid,5,38600.0,Bangkok HQ
2025-12-01,Operations,Senior,3,88300.0,Chiang Mai Hub
2025-12-01,Operations,Lead,2,103000.0,Bangkok HQ
2025-12-01,Operations,Manager,1,130900.0,Rayong Plant
2025-12-01,Operations,_movement,0,0,ALL
2025-12-01,HR,Junior,6,43800.0,Rayong Plant
2025-12-01,HR,Mid,6,47300.0,Rayong Plant
2025-12-01,HR,Senior,4,91100.0,Bangkok HQ
2025-12-01,HR,Lead,2,122800.0,Bangkok HQ
2025-12-01,HR,Manager,2,130900.0,Bangkok HQ
2025-12-01,HR,_movement,0,0,ALL
2025-12-01,Customer Success,Junior,6,29300.0,Bangkok HQ
2025-12-01,Customer Success,Mid,6,40300.0,Bangkok HQ
2025-12-01,Customer Success,Senior,4,69400.0,Bangkok HQ
2025-12-01,Customer Success,Lead,2,95600.0,Bangkok HQ
2025-12-01,Customer Success,Manager,2,155500.0,Bangkok HQ
2025-12-01,Customer Success,_movement,0,1,ALL
2026-01-01,Sales,Junior,18,30000.0,Bangkok HQ
2026-01-01,Sales,Mid,18,44200.0,Bangkok HQ
2026-01-01,Sales,Senior,12,86700.0,Bangkok HQ
2026-01-01,Sales,Lead,7,118600.0,Rayong Plant
2026-01-01,Sales,Manager,5,143300.0,Bangkok HQ
2026-01-01,Sales,_movement,0,0,ALL
2026-01-01,Marketing,Junior,6,38800.0,Bangkok HQ
2026-01-01,Marketing,Mid,6,62200.0,Bangkok HQ
2026-01-01,Marketing,Senior,4,98100.0,Bangkok HQ
2026-01-01,Marketing,Lead,3,81800.0,Bangkok HQ
2026-01-01,Marketing,Manager,2,151400.0,Bangkok HQ
2026-01-01,Marketing,_movement,3,1,ALL
2026-01-01,Engineering,Junior,9,28200.0,Bangkok HQ
2026-01-01,Engineering,Mid,9,38000.0,Bangkok HQ
2026-01-01,Engineering,Senior,6,56900.0,Bangkok HQ
2026-01-01,Engineering,Lead,3,93100.0,Bangkok HQ
2026-01-01,Engineering,Manager,2,109100.0,Rayong Plant
2026-01-01,Engineering,_movement,0,0,ALL
2026-01-01,Finance,Junior,15,41800.0,Rayong Plant
2026-01-01,Finance,Mid,15,45400.0,Bangkok HQ
2026-01-01,Finance,Senior,10,73700.0,Rayong Plant
2026-01-01,Finance,Lead,6,104500.0,Rayong Plant
2026-01-01,Finance,Manager,4,127800.0,Rayong Plant
2026-01-01,Finance,_movement,3,2,ALL
2026-01-01,Operations,Junior,5,43400.0,Rayong Plant
2026-01-01,Operations,Mid,5,45100.0,Bangkok HQ
2026-01-01,Operations,Senior,3,85300.0,Bangkok HQ
2026-01-01,Operations,Lead,2,82900.0,Chiang Mai Hub
2026-01-01,Operations,Manager,1,92400.0,Rayong Plant
2026-01-01,Operations,_movement,1,1,ALL
2026-01-01,HR,Junior,6,34000.0,Bangkok HQ
2026-01-01,HR,Mid,6,44400.0,Bangkok HQ
2026-01-01,HR,Senior,4,77900.0,Bangkok HQ
2026-01-01,HR,Lead,3,80400.0,Bangkok HQ
2026-01-01,HR,Manager,2,137400.0,Rayong Plant
2026-01-01,HR,_movement,1,0,ALL
2026-01-01,Customer Success,Junior,6,43100.0,Bangkok HQ
2026-01-01,Customer Success,Mid,6,54600.0,Bangkok HQ
2026-01-01,Customer Success,Senior,4,98900.0,Bangkok HQ
2026-01-01,Customer Success,Lead,2,110300.0,Bangkok HQ
2026-01-01,Customer Success,Manager,2,113800.0,Bangkok HQ
2026-01-01,Customer Success,_movement,2,1,ALL
2026-02-01,Sales,Junior,19,32100.0,Bangkok HQ
2026-02-01,Sales,Mid,19,38000.0,Bangkok HQ
2026-02-01,Sales,Senior,13,86200.0,Bangkok HQ
2026-02-01,Sales,Lead,8,79900.0,Bangkok HQ
2026-02-01,Sales,Manager,5,154400.0,Rayong Plant
2026-02-01,Sales,_movement,3,0,ALL
2026-02-01,Marketing,Junior,7,34100.0,Bangkok HQ
2026-02-01,Marketing,Mid,7,41700.0,Bangkok HQ
2026-02-01,Marketing,Senior,4,67100.0,Bangkok HQ
2026-02-01,Marketing,Lead,3,117900.0,Rayong Plant
2026-02-01,Marketing,Manager,2,99900.0,Bangkok HQ
2026-02-01,Marketing,_movement,2,1,ALL
2026-02-01,Engineering,Junior,9,26100.0,Rayong Plant
2026-02-01,Engineering,Mid,9,55900.0,Bangkok HQ
2026-02-01,Engineering,Senior,6,75400.0,Bangkok HQ
2026-02-01,Engineering,Lead,3,75100.0,Rayong Plant
2026-02-01,Engineering,Manager,2,135800.0,Bangkok HQ
2026-02-01,Engineering,_movement,0,0,ALL
2026-02-01,Finance,Junior,15,40800.0,Chiang Mai Hub
2026-02-01,Finance,Mid,15,60300.0,Bangkok HQ
2026-02-01,Finance,Senior,10,78900.0,Bangkok HQ
2026-02-01,Finance,Lead,6,116300.0,Bangkok HQ
2026-02-01,Finance,Manager,4,152900.0,Bangkok HQ
2026-02-01,Finance,_movement,1,0,ALL
2026-02-01,Operations,Junior,5,34300.0,Bangkok HQ
2026-02-01,Operations,Mid,5,41300.0,Bangkok HQ
2026-02-01,Operations,Senior,4,98800.0,Bangkok HQ
2026-02-01,Operations,Lead,2,109000.0,Bangkok HQ
2026-02-01,Operations,Manager,1,91700.0,Rayong Plant
2026-02-01,Operations,_movement,2,0,ALL
2026-02-01,HR,Junior,6,41600.0,Bangkok HQ
2026-02-01,HR,Mid,6,39400.0,Bangkok HQ
2026-02-01,HR,Senior,4,69500.0,Bangkok HQ
2026-02-01,HR,Lead,3,97900.0,Chiang Mai Hub
2026-02-01,HR,Manager,2,104700.0,Bangkok HQ
2026-02-01,HR,_movement,0,0,ALL
2026-02-01,Customer Success,Junior,6,38600.0,Bangkok HQ
2026-02-01,Customer Success,Mid,6,44800.0,Bangkok HQ
2026-02-01,Customer Success,Senior,4,57200.0,Rayong Plant
2026-02-01,Customer Success,Lead,3,75100.0,Rayong Plant
2026-02-01,Customer Success,Manager,2,122400.0,Chiang Mai Hub
2026-02-01,Customer Success,_movement,1,0,ALL
2026-03-01,Sales,Junior,19,38000.0,Bangkok HQ
2026-03-01,Sales,Mid,19,66600.0,Bangkok HQ
2026-03-01,Sales,Senior,13,55100.0,Bangkok HQ
2026-03-01,Sales,Lead,8,101900.0,Bangkok HQ
2026-03-01,Sales,Manager,5,109900.0,Bangkok HQ
2026-03-01,Sales,_movement,0,1,ALL
2026-03-01,Marketing,Junior,7,28700.0,Bangkok HQ
2026-03-01,Marketing,Mid,7,38000.0,Rayong Plant
2026-03-01,Marketing,Senior,5,68000.0,Bangkok HQ
2026-03-01,Marketing,Lead,3,114800.0,Bangkok HQ
2026-03-01,Marketing,Manager,2,107200.0,Rayong Plant
2026-03-01,Marketing,_movement,2,0,ALL
2026-03-01,Engineering,Junior,9,38600.0,Rayong Plant
2026-03-01,Engineering,Mid,9,61100.0,Rayong Plant
2026-03-01,Engineering,Senior,6,58700.0,Rayong Plant
2026-03-01,Engineering,Lead,3,94500.0,Bangkok HQ
2026-03-01,Engineering,Manager,2,89800.0,Bangkok HQ
2026-03-01,Engineering,_movement,1,1,ALL
2026-03-01,Finance,Junior,15,36000.0,Chiang Mai Hub
2026-03-01,Finance,Mid,15,48800.0,Bangkok HQ
2026-03-01,Finance,Senior,10,78900.0,Rayong Plant
2026-03-01,Finance,Lead,6,116000.0,Bangkok HQ
2026-03-01,Finance,Manager,4,141900.0,Chiang Mai Hub
2026-03-01,Finance,_movement,0,0,ALL
2026-03-01,Operations,Junior,6,29700.0,Bangkok HQ
2026-03-01,Operations,Mid,6,50600.0,Bangkok HQ
2026-03-01,Operations,Senior,4,63500.0,Rayong Plant
2026-03-01,Operations,Lead,3,70900.0,Bangkok HQ
2026-03-01,Operations,Manager,2,145700.0,Rayong Plant
2026-03-01,Operations,_movement,3,0,ALL
2026-03-01,HR,Junior,7,44300.0,Bangkok HQ
2026-03-01,HR,Mid,7,41300.0,Bangkok HQ
2026-03-01,HR,Senior,4,95700.0,Rayong Plant
2026-03-01,HR,Lead,3,70300.0,Chiang Mai Hub
2026-03-01,HR,Manager,2,118500.0,Bangkok HQ
2026-03-01,HR,_movement,1,0,ALL
2026-03-01,Customer Success,Junior,6,26900.0,Bangkok HQ
2026-03-01,Customer Success,Mid,6,66400.0,Rayong Plant
2026-03-01,Customer Success,Senior,4,80700.0,Chiang Mai Hub
2026-03-01,Customer Success,Lead,3,70600.0,Rayong Plant
2026-03-01,Customer Success,Manager,2,128700.0,Bangkok HQ
2026-03-01,Customer Success,_movement,0,0,ALL
2026-04-01,Sales,Junior,19,33400.0,Bangkok HQ
2026-04-01,Sales,Mid,19,66800.0,Bangkok HQ
2026-04-01,Sales,Senior,13,82300.0,Rayong Plant
2026-04-01,Sales,Lead,8,83400.0,Bangkok HQ
2026-04-01,Sales,Manager,5,98100.0,Bangkok HQ
2026-04-01,Sales,_movement,2,1,ALL
2026-04-01,Marketing,Junior,7,29000.0,Bangkok HQ
2026-04-01,Marketing,Mid,7,60900.0,Bangkok HQ
2026-04-01,Marketing,Senior,5,65500.0,Bangkok HQ
2026-04-01,Marketing,Lead,3,124800.0,Bangkok HQ
2026-04-01,Marketing,Manager,2,88500.0,Bangkok HQ
2026-04-01,Marketing,_movement,0,0,ALL
2026-04-01,Engineering,Junior,9,44400.0,Chiang Mai Hub
2026-04-01,Engineering,Mid,9,42900.0,Bangkok HQ
2026-04-01,Engineering,Senior,6,85400.0,Chiang Mai Hub
2026-04-01,Engineering,Lead,4,97100.0,Bangkok HQ
2026-04-01,Engineering,Manager,2,111100.0,Rayong Plant
2026-04-01,Engineering,_movement,1,0,ALL
2026-04-01,Finance,Junior,16,39800.0,Bangkok HQ
2026-04-01,Finance,Mid,16,43300.0,Bangkok HQ
2026-04-01,Finance,Senior,10,59400.0,Bangkok HQ
2026-04-01,Finance,Lead,6,91100.0,Bangkok HQ
2026-04-01,Finance,Manager,4,125700.0,Bangkok HQ
2026-04-01,Finance,_movement,2,0,ALL
2026-04-01,Operations,Junior,6,37200.0,Bangkok HQ
2026-04-01,Operations,Mid,6,53600.0,Bangkok HQ
2026-04-01,Operations,Senior,4,87000.0,Rayong Plant
2026-04-01,Operations,Lead,2,111300.0,Chiang Mai Hub
2026-04-01,Operations,Manager,2,90900.0,Bangkok HQ
2026-04-01,Operations,_movement,0,1,ALL
2026-04-01,HR,Junior,7,30700.0,Bangkok HQ
2026-04-01,HR,Mid,7,64100.0,Rayong Plant
2026-04-01,HR,Senior,4,85300.0,Bangkok HQ
2026-04-01,HR,Lead,3,99500.0,Bangkok HQ
2026-04-01,HR,Manager,2,145700.0,Bangkok HQ
2026-04-01,HR,_movement,0,0,ALL
2026-04-01,Customer Success,Junior,6,38400.0,Bangkok HQ
2026-04-01,Customer Success,Mid,6,66600.0,Bangkok HQ
2026-04-01,Customer Success,Senior,4,96100.0,Chiang Mai Hub
2026-04-01,Customer Success,Lead,3,100100.0,Rayong Plant
2026-04-01,Customer Success,Manager,2,115100.0,Bangkok HQ
2026-04-01,Customer Success,_movement,1,1,ALL
2026-05-01,Sales,Junior,19,27100.0,Bangkok HQ
2026-05-01,Sales,Mid,19,49500.0,Bangkok HQ
2026-05-01,Sales,Senior,13,75400.0,Bangkok HQ
2026-05-01,Sales,Lead,8,72900.0,Rayong Plant
2026-05-01,Sales,Manager,5,95300.0,Bangkok HQ
2026-05-01,Sales,_movement,1,1,ALL
2026-05-01,Marketing,Junior,8,27200.0,Bangkok HQ
2026-05-01,Marketing,Mid,8,56100.0,Bangkok HQ
2026-05-01,Marketing,Senior,5,74000.0,Bangkok HQ
2026-05-01,Marketing,Lead,3,109800.0,Bangkok HQ
2026-05-01,Marketing,Manager,2,151600.0,Bangkok HQ
2026-05-01,Marketing,_movement,2,0,ALL
2026-05-01,Engineering,Junior,9,38000.0,Bangkok HQ
2026-05-01,Engineering,Mid,9,43700.0,Rayong Plant
2026-05-01,Engineering,Senior,6,97800.0,Chiang Mai Hub
2026-05-01,Engineering,Lead,4,85600.0,Bangkok HQ
2026-05-01,Engineering,Manager,2,123700.0,Bangkok HQ
2026-05-01,Engineering,_movement,2,2,ALL
2026-05-01,Finance,Junior,15,33800.0,Rayong Plant
2026-05-01,Finance,Mid,15,66000.0,Chiang Mai Hub
2026-05-01,Finance,Senior,10,86700.0,Bangkok HQ
2026-05-01,Finance,Lead,6,108600.0,Bangkok HQ
2026-05-01,Finance,Manager,4,134300.0,Bangkok HQ
2026-05-01,Finance,_movement,0,1,ALL
2026-05-01,Operations,Junior,7,41400.0,Chiang Mai Hub
2026-05-01,Operations,Mid,7,47500.0,Bangkok HQ
2026-05-01,Operations,Senior,4,70300.0,Chiang Mai Hub
2026-05-01,Operations,Lead,3,108500.0,Bangkok HQ
2026-05-01,Operations,Manager,2,143000.0,Bangkok HQ
2026-05-01,Operations,_movement,2,0,ALL
2026-05-01,HR,Junior,7,42600.0,Bangkok HQ
2026-05-01,HR,Mid,7,55800.0,Bangkok HQ
2026-05-01,HR,Senior,4,97200.0,Bangkok HQ
2026-05-01,HR,Lead,3,87000.0,Bangkok HQ
2026-05-01,HR,Manager,2,125000.0,Chiang Mai Hub
2026-05-01,HR,_movement,0,0,ALL
2026-05-01,Customer Success,Junior,7,44800.0,Bangkok HQ
2026-05-01,Customer Success,Mid,7,58700.0,Bangkok HQ
2026-05-01,Customer Success,Senior,4,83900.0,Bangkok HQ
2026-05-01,Customer Success,Lead,3,88500.0,Bangkok HQ
2026-05-01,Customer Success,Manager,2,108800.0,Bangkok HQ
2026-05-01,Customer Success,_movement,1,0,ALL
2026-06-01,Sales,Junior,19,42800.0,Bangkok HQ
2026-06-01,Sales,Mid,19,53600.0,Bangkok HQ
2026-06-01,Sales,Senior,12,80100.0,Rayong Plant
2026-06-01,Sales,Lead,7,108800.0,Bangkok HQ
2026-06-01,Sales,Manager,5,136300.0,Bangkok HQ
2026-06-01,Sales,_movement,0,2,ALL
2026-06-01,Marketing,Junior,8,36800.0,Bangkok HQ
2026-06-01,Marketing,Mid,8,37800.0,Bangkok HQ
2026-06-01,Marketing,Senior,5,69600.0,Rayong Plant
2026-06-01,Marketing,Lead,3,110300.0,Bangkok HQ
2026-06-01,Marketing,Manager,2,89200.0,Bangkok HQ
2026-06-01,Marketing,_movement,1,2,ALL
2026-06-01,Engineering,Junior,9,35500.0,Bangkok HQ
2026-06-01,Engineering,Mid,9,41800.0,Bangkok HQ
2026-06-01,Engineering,Senior,6,58800.0,Bangkok HQ
2026-06-01,Engineering,Lead,4,94400.0,Bangkok HQ
2026-06-01,Engineering,Manager,2,91900.0,Bangkok HQ
2026-06-01,Engineering,_movement,0,0,ALL
2026-06-01,Finance,Junior,16,26700.0,Bangkok HQ
2026-06-01,Finance,Mid,16,48500.0,Bangkok HQ
2026-06-01,Finance,Senior,10,83900.0,Bangkok HQ
2026-06-01,Finance,Lead,6,80100.0,Bangkok HQ
2026-06-01,Finance,Manager,4,101300.0,Rayong Plant
2026-06-01,Finance,_movement,1,0,ALL
2026-06-01,Operations,Junior,7,41600.0,Bangkok HQ
2026-06-01,Operations,Mid,7,50600.0,Bangkok HQ
2026-06-01,Operations,Senior,5,61900.0,Rayong Plant
2026-06-01,Operations,Lead,3,83100.0,Bangkok HQ
2026-06-01,Operations,Manager,2,142600.0,Rayong Plant
2026-06-01,Operations,_movement,2,1,ALL
2026-06-01,HR,Junior,6,31600.0,Bangkok HQ
2026-06-01,HR,Mid,6,41200.0,Bangkok HQ
2026-06-01,HR,Senior,4,83000.0,Bangkok HQ
2026-06-01,HR,Lead,3,94300.0,Bangkok HQ
2026-06-01,HR,Manager,2,128000.0,Chiang Mai Hub
2026-06-01,HR,_movement,0,1,ALL
2026-06-01,Customer Success,Junior,7,44900.0,Bangkok HQ
2026-06-01,Customer Success,Mid,7,38100.0,Chiang Mai Hub
2026-06-01,Customer Success,Senior,4,71800.0,Bangkok HQ
2026-06-01,Customer Success,Lead,3,98800.0,Rayong Plant
2026-06-01,Customer Success,Manager,2,130400.0,Bangkok HQ
2026-06-01,Customer Success,_movement,0,0,ALL
2026-07-01,Sales,Junior,20,37400.0,Rayong Plant
2026-07-01,Sales,Mid,20,42000.0,Bangkok HQ
2026-07-01,Sales,Senior,13,67800.0,Bangkok HQ
2026-07-01,Sales,Lead,8,119700.0,Bangkok HQ
2026-07-01,Sales,Manager,5,145800.0,Rayong Plant
2026-07-01,Sales,_movement,3,0,ALL
2026-07-01,Marketing,Junior,7,40200.0,Bangkok HQ
2026-07-01,Marketing,Mid,7,43100.0,Rayong Plant
2026-07-01,Marketing,Senior,5,75700.0,Rayong Plant
2026-07-01,Marketing,Lead,3,125300.0,Rayong Plant
2026-07-01,Marketing,Manager,2,105600.0,Chiang Mai Hub
2026-07-01,Marketing,_movement,0,2,ALL
2026-07-01,Engineering,Junior,9,43800.0,Bangkok HQ
2026-07-01,Engineering,Mid,9,66800.0,Bangkok HQ
2026-07-01,Engineering,Senior,6,62400.0,Bangkok HQ
2026-07-01,Engineering,Lead,4,76600.0,Bangkok HQ
2026-07-01,Engineering,Manager,2,122200.0,Bangkok HQ
2026-07-01,Engineering,_movement,0,0,ALL
2026-07-01,Finance,Junior,16,36200.0,Rayong Plant
2026-07-01,Finance,Mid,16,65200.0,Chiang Mai Hub
2026-07-01,Finance,Senior,10,79700.0,Bangkok HQ
2026-07-01,Finance,Lead,6,70500.0,Bangkok HQ
2026-07-01,Finance,Manager,4,120800.0,Chiang Mai Hub
2026-07-01,Finance,_movement,0,0,ALL
2026-07-01,Operations,Junior,7,34300.0,Chiang Mai Hub
2026-07-01,Operations,Mid,7,45800.0,Rayong Plant
2026-07-01,Operations,Senior,4,79600.0,Bangkok HQ
2026-07-01,Operations,Lead,3,101900.0,Bangkok HQ
2026-07-01,Operations,Manager,2,124100.0,Bangkok HQ
2026-07-01,Operations,_movement,0,1,ALL
2026-07-01,HR,Junior,6,26200.0,Bangkok HQ
2026-07-01,HR,Mid,6,50600.0,Bangkok HQ
2026-07-01,HR,Senior,4,82900.0,Bangkok HQ
2026-07-01,HR,Lead,3,94800.0,Chiang Mai Hub
2026-07-01,HR,Manager,2,136700.0,Bangkok HQ
2026-07-01,HR,_movement,0,0,ALL
2026-07-01,Customer Success,Junior,7,36500.0,Bangkok HQ
2026-07-01,Customer Success,Mid,7,44300.0,Bangkok HQ
2026-07-01,Customer Success,Senior,5,56600.0,Bangkok HQ
2026-07-01,Customer Success,Lead,3,78800.0,Bangkok HQ
2026-07-01,Customer Success,Manager,2,122300.0,Rayong Plant
2026-07-01,Customer Success,_movement,1,0,ALL
2026-08-01,Sales,Junior,19,34200.0,Bangkok HQ
2026-08-01,Sales,Mid,19,66000.0,Bangkok HQ
2026-08-01,Sales,Senior,13,92100.0,Bangkok HQ
2026-08-01,Sales,Lead,8,77800.0,Bangkok HQ
2026-08-01,Sales,Manager,5,139200.0,Chiang Mai Hub
2026-08-01,Sales,_movement,0,1,ALL
2026-08-01,Marketing,Junior,7,28700.0,Rayong Plant
2026-08-01,Marketing,Mid,7,58100.0,Bangkok HQ
2026-08-01,Marketing,Senior,5,62900.0,Bangkok HQ
2026-08-01,Marketing,Lead,3,111600.0,Chiang Mai Hub
2026-08-01,Marketing,Manager,2,105500.0,Bangkok HQ
2026-08-01,Marketing,_movement,1,1,ALL
2026-08-01,Engineering,Junior,9,35300.0,Bangkok HQ
2026-08-01,Engineering,Mid,9,41600.0,Bangkok HQ
2026-08-01,Engineering,Senior,6,91000.0,Bangkok HQ
2026-08-01,Engineering,Lead,3,88400.0,Bangkok HQ
2026-08-01,Engineering,Manager,2,93200.0,Rayong Plant
2026-08-01,Engineering,_movement,1,2,ALL
2026-08-01,Finance,Junior,15,31900.0,Bangkok HQ
2026-08-01,Finance,Mid,15,66500.0,Rayong Plant
2026-08-01,Finance,Senior,10,71600.0,Bangkok HQ
2026-08-01,Finance,Lead,6,95400.0,Bangkok HQ
2026-08-01,Finance,Manager,4,96200.0,Bangkok HQ
2026-08-01,Finance,_movement,0,1,ALL
2026-08-01,Operations,Junior,6,27100.0,Bangkok HQ
2026-08-01,Operations,Mid,6,55900.0,Bangkok HQ
2026-08-01,Operations,Senior,4,64300.0,Bangkok HQ
2026-08-01,Operations,Lead,3,86000.0,Bangkok HQ
2026-08-01,Operations,Manager,2,111000.0,Bangkok HQ
2026-08-01,Operations,_movement,0,1,ALL
2026-08-01,HR,Junior,7,44500.0,Bangkok HQ
2026-08-01,HR,Mid,7,46700.0,Chiang Mai Hub
2026-08-01,HR,Senior,4,87800.0,Bangkok HQ
2026-08-01,HR,Lead,3,117200.0,Bangkok HQ
2026-08-01,HR,Manager,2,141600.0,Bangkok HQ
2026-08-01,HR,_movement,1,0,ALL
2026-08-01,Customer Success,Junior,7,30600.0,Bangkok HQ
2026-08-01,Customer Success,Mid,7,42100.0,Chiang Mai Hub
2026-08-01,Customer Success,Senior,5,60700.0,Chiang Mai Hub
2026-08-01,Customer Success,Lead,3,79800.0,Chiang Mai Hub
2026-08-01,Customer Success,Manager,2,104900.0,Rayong Plant
2026-08-01,Customer Success,_movement,1,0,ALL
