date,channel,device,sessions,users,pageviews,bounce_rate,avg_session_duration_sec,conversions
2025-03-10,Paid Search,Desktop,323,299,1118,0.315,70.9,5
2025-03-10,Paid Search,Mobile,399,362,1417,0.606,150.9,2
2025-03-10,Paid Search,Tablet,44,37,141,0.466,59.4,0
2025-03-10,Social,Desktop,256,194,973,0.646,200.8,6
2025-03-10,Social,Mobile,469,372,1210,0.676,194.8,13
2025-03-10,Social,Tablet,74,57,266,0.599,146.5,0
2025-03-10,Direct,Desktop,236,217,1042,0.559,220.8,2
2025-03-10,Direct,Mobile,213,170,715,0.604,76.4,4
2025-03-10,Direct,Tablet,49,41,206,0.681,51.2,0
2025-03-10,Email,Desktop,104,93,251,0.341,226.4,2
2025-03-10,Email,Mobile,140,114,542,0.664,226.4,0
2025-03-10,Email,Tablet,18,13,56,0.42,161.8,0
2025-03-10,Referral,Desktop,68,63,305,0.41,224.8,1
2025-03-10,Referral,Mobile,108,87,459,0.495,212.5,0
2025-03-10,Referral,Tablet,16,14,60,0.592,77.7,0
2025-03-11,Organic Search,Desktop,666,525,2839,0.458,228.9,15
2025-03-11,Organic Search,Mobile,804,754,1464,0.337,106.6,8
2025-03-11,Organic Search,Tablet,165,129,479,0.567,131.0,0
2025-03-11,Paid Search,Desktop,263,221,722,0.308,176.2,3
2025-03-11,Paid Search,Mobile,294,223,713,0.368,191.3,5
2025-03-11,Paid Search,Tablet,54,43,196,0.689,224.0,0
2025-03-11,Social,Desktop,255,194,665,0.515,152.3,6
2025-03-11,Social,Mobile,295,267,1176,0.392,115.3,2
2025-03-11,Social,Tablet,57,49,121,0.348,128.7,1
2025-03-11,Direct,Desktop,209,157,658,0.558,63.3,4
2025-03-11,Direct,Mobile,322,253,777,0.479,105.3,4
2025-03-11,Direct,Tablet,44,39,146,0.44,145.1,0
2025-03-11,Email,Desktop,103,93,265,0.658,104.6,2
2025-03-11,Email,Mobile,150,114,306,0.688,142.9,3
2025-03-11,Email,Tablet,23,21,98,0.434,86.3,0
2025-03-11,Referral,Desktop,83,65,292,0.473,125.6,1
2025-03-11,Referral,Mobile,105,83,460,0.58,177.3,2
2025-03-11,Referral,Tablet,16,12,40,0.51,150.5,0
2025-03-12,Organic Search,Desktop,713,535,2720,0.681,232.7,11
2025-03-12,Organic Search,Mobile,879,749,3624,0.66,150.5,19
2025-03-12,Organic Search,Tablet,150,138,272,0.619,186.5,4
2025-03-12,Paid Search,Desktop,259,226,638,0.344,168.1,4
2025-03-12,Paid Search,Mobile,311,254,954,0.492,171.3,6
2025-03-12,Paid Search,Tablet,50,45,173,0.543,152.6,1
2025-03-12,Social,Desktop,310,273,687,0.545,117.1,2
2025-03-12,Social,Mobile,483,438,1927,0.577,56.4,4
2025-03-12,Social,Tablet,78,60,246,0.367,95.8,0
2025-03-12,Direct,Desktop,238,206,646,0.394,185.8,4
2025-03-12,Direct,Mobile,348,262,698,0.407,103.3,8
2025-03-12,Direct,Tablet,69,59,269,0.525,211.8,1
2025-03-12,Email,Desktop,99,87,261,0.49,143.2,1
2025-03-12,Email,Mobile,89,76,190,0.35,175.4,1
2025-03-12,Email,Tablet,20,17,50,0.495,157.2,0
2025-03-12,Referral,Desktop,84,63,265,0.651,70.4,2
2025-03-12,Referral,Mobile,112,86,270,0.558,93.1,2
2025-03-12,Referral,Tablet,16,13,52,0.537,110.4,0
2025-03-13,Organic Search,Desktop,663,577,2549,0.606,220.9,17
2025-03-13,Organic Search,Mobile,851,766,2492,0.671,155.1,19
2025-03-13,Organic Search,Tablet,153,136,391,0.559,237.2,2
2025-03-13,Paid Search,Desktop,244,195,712,0.359,181.0,5
2025-03-13,Paid Search,Mobile,392,339,1384,0.633,238.3,8
2025-03-13,Paid Search,Tablet,69,64,178,0.41,151.8,0
2025-03-13,Social,Desktop,374,321,1459,0.685,140.3,9
2025-03-13,Social,Mobile,427,379,1613,0.685,171.4,12
2025-03-13,Social,Tablet,78,64,198,0.436,226.4,1
2025-03-13,Direct,Desktop,245,200,1022,0.422,84.0,4
2025-03-13,Direct,Mobile,310,270,866,0.354,188.0,2
2025-03-13,Direct,Tablet,48,39,191,0.358,208.0,0
2025-03-13,Email,Desktop,113,105,409,0.657,221.9,1
2025-03-13,Email,Mobile,114,97,272,0.378,238.1,2
2025-03-13,Email,Tablet,20,15,86,0.378,124.3,0
2025-03-13,Referral,Desktop,74,58,134,0.658,90.0,1
2025-03-13,Referral,Mobile,83,78,154,0.376,197.3,1
2025-03-13,Referral,Tablet,18,15,35,0.312,222.5,0
2025-03-14,Organic Search,Desktop,859,690,2215,0.332,226.8,21
2025-03-14,Organic Search,Mobile,773,649,3060,0.407,232.5,6
2025-03-14,Organic Search,Tablet,140,131,618,0.408,149.8,3
2025-03-14,Paid Search,Desktop,279,213,993,0.482,109.4,4
2025-03-14,Paid Search,Mobile,317,258,1045,0.316,151.5,4
2025-03-14,Paid Search,Tablet,52,44,230,0.681,163.5,1
2025-03-14,Social,Desktop,407,334,1101,0.477,112.2,4
2025-03-14,Social,Mobile,532,453,2308,0.644,206.6,10
2025-03-14,Social,Tablet,83,65,166,0.614,72.1,1
2025-03-14,Direct,Desktop,243,215,1037,0.62,65.3,6
2025-03-14,Direct,Mobile,376,284,1492,0.469,90.0,2
2025-03-14,Direct,Tablet,52,47,101,0.342,138.5,0
2025-03-14,Email,Desktop,120,103,337,0.585,143.8,3
2025-03-14,Email,Mobile,129,117,256,0.474,108.2,3
2025-03-14,Email,Tablet,18,14,72,0.533,78.4,0
2025-03-14,Referral,Desktop,76,66,185,0.41,54.2,0
2025-03-14,Referral,Mobile,118,102,272,0.356,150.0,3
2025-03-14,Referral,Tablet,11,8,39,0.576,195.1,0
2025-03-15,Organic Search,Desktop,715,641,2338,0.645,140.0,14
2025-03-15,Organic Search,Mobile,976,812,2598,0.677,165.5,6
2025-03-15,Organic Search,Tablet,176,162,428,0.645,102.6,2
2025-03-15,Paid Search,Desktop,422,318,1478,0.542,192.3,7
2025-03-15,Paid Search,Mobile,334,314,1415,0.495,184.0,3
2025-03-15,Paid Search,Tablet,51,46,158,0.493,173.6,0
2025-03-15,Social,Desktop,410,336,1664,0.574,100.4,8
2025-03-15,Social,Mobile,397,298,902,0.521,160.8,9
2025-03-15,Social,Tablet,65,56,122,0.421,214.1,1
2025-03-15,Direct,Desktop,301,260,791,0.526,166.1,2
2025-03-15,Direct,Mobile,366,336,1084,0.365,173.3,10
2025-03-15,Direct,Tablet,44,36,166,0.521,219.5,0
2025-03-15,Email,Desktop,109,89,344,0.478,89.7,0
2025-03-15,Email,Mobile,108,81,341,0.346,91.0,1
2025-03-15,Email,Tablet,24,19,64,0.448,126.3,0
2025-03-15,Referral,Desktop,88,73,161,0.544,81.2,1
2025-03-15,Referral,Mobile,137,106,585,0.335,208.0,1
2025-03-15,Referral,Tablet,20,18,73,0.586,229.5,0
2025-03-16,Organic Search,Desktop,870,730,2277,0.579,185.7,18
2025-03-16,Organic Search,Mobile,1122,949,4997,0.621,164.8,10
2025-03-16,Organic Search,Tablet,147,111,529,0.356,217.7,3
2025-03-16,Paid Search,Desktop,317,298,1078,0.675,119.2,7
2025-03-16,Paid Search,Mobile,400,353,1112,0.699,208.0,2
2025-03-16,Paid Search,Tablet,67,56,144,0.577,125.2,0
2025-03-16,Social,Desktop,403,348,1766,0.579,213.0,11
2025-03-16,Social,Mobile,562,486,1568,0.561,54.3,11
2025-03-16,Social,Tablet,77,58,345,0.499,195.8,0
2025-03-16,Direct,Desktop,215,200,679,0.589,139.1,2
2025-03-16,Direct,Mobile,338,306,1045,0.41,77.2,2
2025-03-16,Direct,Tablet,47,35,85,0.562,214.2,0
2025-03-16,Email,Desktop,134,102,557,0.554,210.7,1
2025-03-16,Email,Mobile,139,104,575,0.497,93.5,0
2025-03-16,Email,Tablet,21,16,79,0.619,109.4,0
2025-03-16,Referral,Desktop,71,59,298,0.699,76.4,1
2025-03-16,Referral,Mobile,101,78,347,0.37,205.6,2
2025-03-16,Referral,Tablet,13,11,29,0.466,56.7,0
2025-03-17,Organic Search,Desktop,740,599,3208,0.506,201.1,20
2025-03-17,Organic Search,Mobile,849,688,1671,0.562,65.8,19
2025-03-17,Organic Search,Tablet,133,112,458,0.671,212.1,1
2025-03-17,Paid Search,Desktop,248,195,879,0.583,232.7,1
2025-03-17,Paid Search,Mobile,296,231,585,0.562,170.6,2
2025-03-17,Paid Search,Tablet,67,56,122,0.613,235.2,1
2025-03-17,Social,Desktop,428,344,1692,0.665,174.7,10
2025-03-17,Social,Mobile,524,401,1556,0.515,225.6,12
2025-03-17,Social,Tablet,80,61,212,0.366,214.5,2
2025-03-17,Direct,Desktop,216,198,553,0.342,69.0,4
2025-03-17,Direct,Mobile,299,270,1117,0.479,163.0,6
2025-03-17,Direct,Tablet,46,35,100,0.411,204.8,1
2025-03-17,Email,Desktop,83,66,275,0.543,238.0,2
2025-03-17,Email,Mobile,100,76,186,0.365,73.8,2
2025-03-17,Email,Tablet,22,19,72,0.595,122.1,0
2025-03-17,Referral,Desktop,71,64,265,0.531,70.1,0
2025-03-17,Referral,Mobile,118,88,436,0.319,123.3,0
2025-03-17,Referral,Tablet,16,14,44,0.339,66.7,0
2025-03-18,Organic Search,Desktop,741,643,2975,0.35,80.8,6
2025-03-18,Organic Search,Mobile,589,488,1604,0.591,47.4,13
2025-03-18,Organic Search,Tablet,134,115,600,0.426,102.3,2
2025-03-18,Paid Search,Desktop,246,198,978,0.354,195.5,3
2025-03-18,Paid Search,Mobile,317,244,1242,0.615,126.7,4
2025-03-18,Paid Search,Tablet,66,56,286,0.396,228.8,1
2025-03-18,Social,Desktop,400,314,1176,0.36,215.2,7
2025-03-18,Social,Mobile,456,419,1126,0.311,152.8,8
2025-03-18,Social,Tablet,73,63,281,0.37,207.7,1
2025-03-18,Direct,Desktop,188,158,491,0.406,74.1,1
2025-03-18,Direct,Mobile,303,256,1256,0.67,144.2,1
2025-03-18,Direct,Tablet,45,38,118,0.54,118.0,0
2025-03-18,Email,Desktop,124,113,537,0.541,79.1,3
2025-03-18,Email,Mobile,130,113,343,0.322,94.4,3
2025-03-18,Email,Tablet,17,14,49,0.591,133.3,0
2025-03-18,Referral,Desktop,77,68,268,0.609,61.1,1
2025-03-18,Referral,Mobile,82,66,173,0.564,238.5,0
2025-03-18,Referral,Tablet,14,11,56,0.401,133.7,0
2025-03-19,Organic Search,Desktop,595,470,1518,0.369,161.9,16
2025-03-19,Organic Search,Mobile,849,712,3097,0.309,219.3,13
2025-03-19,Organic Search,Tablet,155,146,329,0.365,216.7,3
2025-03-19,Paid Search,Desktop,242,219,1058,0.634,67.1,5
2025-03-19,Paid Search,Mobile,371,282,817,0.411,45.8,6
2025-03-19,Paid Search,Tablet,69,58,132,0.646,227.3,2
2025-03-19,Social,Desktop,418,336,1425,0.667,125.3,3
2025-03-19,Social,Mobile,385,363,1480,0.608,147.5,7
2025-03-19,Social,Tablet,67,59,189,0.323,185.0,1
2025-03-19,Direct,Desktop,205,156,874,0.347,74.6,4
2025-03-19,Direct,Mobile,342,277,882,0.476,171.8,5
2025-03-19,Direct,Tablet,47,39,175,0.513,72.8,1
2025-03-19,Email,Desktop,96,81,376,0.587,99.1,0
2025-03-19,Email,Mobile,154,119,395,0.557,192.8,2
2025-03-19,Email,Tablet,19,14,54,0.572,51.9,0
2025-03-19,Referral,Desktop,86,72,280,0.624,79.0,1
2025-03-19,Referral,Mobile,99,82,423,0.481,143.0,2
2025-03-19,Referral,Tablet,14,13,37,0.469,49.9,0
2025-03-20,Organic Search,Desktop,1007,881,2929,0.517,65.6,20
2025-03-20,Organic Search,Mobile,1214,1047,4564,0.37,75.2,29
2025-03-20,Organic Search,Tablet,134,120,539,0.514,62.7,1
2025-03-20,Paid Search,Desktop,250,225,927,0.553,234.7,1
2025-03-20,Paid Search,Mobile,294,269,572,0.314,103.8,3
2025-03-20,Paid Search,Tablet,55,45,141,0.528,227.5,0
2025-03-20,Social,Desktop,392,314,835,0.513,159.7,6
2025-03-20,Social,Mobile,508,450,2072,0.316,182.9,10
2025-03-20,Social,Tablet,82,76,325,0.339,190.5,1
2025-03-20,Direct,Desktop,248,194,713,0.669,128.3,6
2025-03-20,Direct,Mobile,260,228,629,0.371,225.9,3
2025-03-20,Direct,Tablet,50,43,215,0.635,54.4,1
2025-03-20,Email,Desktop,109,90,287,0.531,100.9,1
2025-03-20,Email,Mobile,134,118,356,0.557,191.4,0
2025-03-20,Email,Tablet,21,15,86,0.623,134.5,0
2025-03-20,Referral,Desktop,82,71,220,0.321,199.0,1
2025-03-20,Referral,Mobile,85,65,364,0.389,131.6,1
2025-03-20,Referral,Tablet,15,12,54,0.469,166.8,0
2025-03-21,Organic Search,Desktop,766,625,3300,0.532,209.5,4
2025-03-21,Organic Search,Mobile,833,748,2367,0.609,173.9,6
2025-03-21,Organic Search,Tablet,122,111,473,0.431,158.0,1
2025-03-21,Paid Search,Desktop,269,207,666,0.381,97.1,3
2025-03-21,Paid Search,Mobile,310,262,658,0.303,207.8,1
2025-03-21,Paid Search,Tablet,62,58,263,0.589,123.1,0
2025-03-21,Social,Desktop,365,326,1367,0.519,170.4,4
2025-03-21,Social,Mobile,484,387,926,0.372,94.6,5
2025-03-21,Social,Tablet,70,55,171,0.4,181.9,0
2025-03-21,Direct,Desktop,267,216,619,0.574,178.6,5
2025-03-21,Direct,Mobile,349,311,1226,0.314,146.2,9
2025-03-21,Direct,Tablet,59,54,248,0.389,100.3,1
2025-03-21,Email,Desktop,110,96,242,0.344,233.6,3
2025-03-21,Email,Mobile,126,99,232,0.333,157.2,3
2025-03-21,Email,Tablet,19,17,76,0.513,91.4,0
2025-03-21,Referral,Desktop,78,72,184,0.425,92.5,2
2025-03-21,Referral,Mobile,98,86,385,0.691,153.8,0
2025-03-21,Referral,Tablet,16,14,63,0.476,214.8,0
2025-03-22,Organic Search,Desktop,752,578,3189,0.621,107.2,6
2025-03-22,Organic Search,Mobile,1134,903,2512,0.464,85.2,19
2025-03-22,Organic Search,Tablet,157,119,551,0.385,184.8,3
2025-03-22,Paid Search,Desktop,300,270,1277,0.366,223.3,7
2025-03-22,Paid Search,Mobile,417,387,1871,0.445,68.6,7
2025-03-22,Paid Search,Tablet,62,58,217,0.335,118.6,1
2025-03-22,Social,Desktop,482,371,2101,0.415,106.6,6
2025-03-22,Social,Mobile,567,502,1681,0.544,46.0,2
2025-03-22,Social,Tablet,95,76,398,0.409,68.0,2
2025-03-22,Direct,Desktop,243,202,872,0.578,157.4,3
2025-03-22,Direct,Mobile,268,240,1154,0.513,135.0,6
2025-03-22,Direct,Tablet,61,56,257,0.376,152.9,1
2025-03-22,Email,Desktop,128,107,523,0.676,204.7,1
2025-03-22,Email,Mobile,127,97,369,0.641,195.5,2
2025-03-22,Email,Tablet,21,16,41,0.301,131.0,0
2025-03-22,Referral,Desktop,85,64,191,0.401,216.4,1
2025-03-22,Referral,Mobile,103,90,401,0.606,238.9,1
2025-03-22,Referral,Tablet,18,14,76,0.697,148.0,0
2025-03-23,Organic Search,Desktop,856,680,3101,0.655,155.2,11
2025-03-23,Organic Search,Mobile,820,698,3464,0.603,121.7,20
2025-03-23,Organic Search,Tablet,150,139,292,0.655,167.8,2
2025-03-23,Paid Search,Desktop,404,377,1371,0.47,193.3,2
2025-03-23,Paid Search,Mobile,354,332,1256,0.535,116.6,9
2025-03-23,Paid Search,Tablet,50,44,203,0.618,211.4,0
2025-03-23,Social,Desktop,477,365,1599,0.403,238.6,7
2025-03-23,Social,Mobile,507,428,1591,0.337,86.5,9
2025-03-23,Social,Tablet,82,62,221,0.558,209.9,1
2025-03-23,Direct,Desktop,261,208,969,0.419,216.2,7
2025-03-23,Direct,Mobile,288,237,1031,0.457,160.2,3
2025-03-23,Direct,Tablet,56,44,109,0.38,138.7,0
2025-03-23,Email,Desktop,108,86,197,0.454,83.8,1
2025-03-23,Email,Mobile,143,116,627,0.381,130.9,1
2025-03-23,Email,Tablet,19,17,77,0.325,196.1,0
2025-03-23,Referral,Desktop,86,66,287,0.591,45.2,1
2025-03-23,Referral,Mobile,111,104,488,0.409,188.1,2
2025-03-23,Referral,Tablet,21,17,82,0.424,196.3,0
2025-03-24,Organic Search,Desktop,590,500,2193,0.586,193.9,16
2025-03-24,Organic Search,Mobile,1179,1008,4445,0.645,56.9,29
2025-03-24,Organic Search,Tablet,180,165,324,0.482,53.6,1
2025-03-24,Paid Search,Desktop,336,278,794,0.504,95.4,2
2025-03-24,Paid Search,Mobile,325,303,1302,0.565,182.7,9
2025-03-24,Paid Search,Tablet,70,60,182,0.399,120.0,0
2025-03-24,Social,Desktop,421,350,1392,0.393,48.4,11
2025-03-24,Social,Mobile,386,335,1325,0.376,148.0,4
2025-03-24,Social,Tablet,67,56,256,0.698,76.6,0
2025-03-24,Direct,Desktop,244,198,974,0.499,50.3,3
2025-03-24,Direct,Mobile,402,360,1477,0.347,187.0,11
2025-03-24,Direct,Tablet,45,39,138,0.681,230.3,0
2025-03-24,Email,Desktop,99,82,439,0.388,76.3,1
2025-03-24,Email,Mobile,133,121,347,0.585,105.5,1
2025-03-24,Email,Tablet,22,18,83,0.333,179.3,0
2025-03-24,Referral,Desktop,89,71,354,0.661,62.5,1
2025-03-24,Referral,Mobile,107,80,217,0.473,177.7,2
2025-03-24,Referral,Tablet,16,14,40,0.52,100.9,0
2025-03-25,Organic Search,Desktop,733,667,2501,0.326,121.5,4
2025-03-25,Organic Search,Mobile,793,740,1775,0.515,142.8,23
2025-03-25,Organic Search,Tablet,152,120,516,0.697,230.1,1
2025-03-25,Paid Search,Desktop,330,312,1139,0.657,236.3,6
2025-03-25,Paid Search,Mobile,379,315,897,0.492,180.6,6
2025-03-25,Paid Search,Tablet,66,54,161,0.431,96.8,0
2025-03-25,Social,Desktop,439,337,867,0.665,59.2,3
2025-03-25,Social,Mobile,455,342,1671,0.307,112.9,7
2025-03-25,Social,Tablet,76,59,220,0.574,173.2,1
2025-03-25,Direct,Desktop,369,293,1486,0.315,124.0,4
2025-03-25,Direct,Mobile,267,218,988,0.661,213.8,6
2025-03-25,Direct,Tablet,43,34,147,0.318,213.3,0
2025-03-25,Email,Desktop,88,82,358,0.662,72.9,2
2025-03-25,Email,Mobile,158,124,692,0.677,124.6,3
2025-03-25,Email,Tablet,20,17,51,0.447,159.0,0
2025-03-25,Referral,Desktop,54,48,216,0.667,175.7,0
2025-03-25,Referral,Mobile,125,95,292,0.683,148.5,3
2025-03-25,Referral,Tablet,14,11,49,0.403,187.5,0
2025-03-26,Organic Search,Desktop,596,526,2098,0.467,227.3,11
2025-03-26,Organic Search,Mobile,886,807,3440,0.419,63.3,22
2025-03-26,Organic Search,Tablet,112,84,300,0.653,47.3,2
2025-03-26,Paid Search,Desktop,281,237,767,0.695,113.8,7
2025-03-26,Paid Search,Mobile,421,323,1129,0.354,180.4,3
2025-03-26,Paid Search,Tablet,61,51,158,0.603,212.0,1
2025-03-26,Social,Desktop,382,358,1418,0.611,208.8,11
2025-03-26,Social,Mobile,549,440,1074,0.587,106.9,9
2025-03-26,Social,Tablet,79,73,255,0.485,118.8,0
2025-03-26,Direct,Desktop,296,223,696,0.393,155.6,2
2025-03-26,Direct,Mobile,305,283,883,0.591,124.1,2
2025-03-26,Direct,Tablet,45,34,83,0.657,110.1,1
2025-03-26,Email,Desktop,99,92,297,0.349,238.0,2
2025-03-26,Email,Mobile,145,113,526,0.358,62.4,4
2025-03-26,Email,Tablet,21,16,60,0.507,227.9,0
2025-03-26,Referral,Desktop,68,62,269,0.619,180.8,1
2025-03-26,Referral,Mobile,130,104,264,0.567,108.0,1
2025-03-26,Referral,Tablet,19,17,58,0.455,208.3,0
2025-03-27,Organic Search,Desktop,777,701,2388,0.391,155.3,11
2025-03-27,Organic Search,Mobile,1016,922,2670,0.586,219.6,12
2025-03-27,Organic Search,Tablet,135,104,564,0.56,48.9,2
2025-03-27,Paid Search,Desktop,350,286,1460,0.52,170.9,2
2025-03-27,Paid Search,Mobile,441,412,877,0.335,205.3,5
2025-03-27,Paid Search,Tablet,55,44,226,0.628,211.0,1
2025-03-27,Social,Desktop,360,331,1420,0.558,160.6,3
2025-03-27,Social,Mobile,466,364,1462,0.44,181.5,2
2025-03-27,Social,Tablet,81,69,273,0.398,176.0,2
2025-03-27,Direct,Desktop,241,208,513,0.431,214.2,1
2025-03-27,Direct,Mobile,334,260,914,0.643,90.1,7
2025-03-27,Direct,Tablet,45,35,95,0.416,154.1,0
2025-03-27,Email,Desktop,95,84,216,0.582,236.4,2
2025-03-27,Email,Mobile,156,124,614,0.622,168.6,3
2025-03-27,Email,Tablet,24,20,99,0.593,181.2,0
2025-03-27,Referral,Desktop,89,80,204,0.472,143.5,2
2025-03-27,Referral,Mobile,109,88,383,0.332,226.1,2
2025-03-27,Referral,Tablet,15,12,51,0.314,88.2,0
2025-03-28,Organic Search,Desktop,838,629,2894,0.614,101.9,22
2025-03-28,Organic Search,Mobile,990,918,2989,0.646,150.4,29
2025-03-28,Organic Search,Tablet,156,143,432,0.572,169.2,2
2025-03-28,Paid Search,Desktop,236,207,650,0.392,74.6,5
2025-03-28,Paid Search,Mobile,361,287,1316,0.447,132.9,10
2025-03-28,Paid Search,Tablet,73,61,157,0.592,152.6,1
2025-03-28,Social,Desktop,318,296,1193,0.515,228.6,6
2025-03-28,Social,Mobile,505,387,2150,0.436,52.4,13
2025-03-28,Social,Tablet,65,50,244,0.392,79.6,1
2025-03-28,Direct,Desktop,228,174,886,0.681,55.1,1
2025-03-28,Direct,Mobile,304,249,693,0.522,205.6,5
2025-03-28,Direct,Tablet,52,46,164,0.31,186.5,1
2025-03-28,Email,Desktop,105,92,194,0.508,114.6,2
2025-03-28,Email,Mobile,104,91,436,0.666,219.1,1
2025-03-28,Email,Tablet,21,18,40,0.629,163.2,0
2025-03-28,Referral,Desktop,86,74,373,0.607,111.4,0
2025-03-28,Referral,Mobile,138,116,460,0.485,151.1,2
2025-03-28,Referral,Tablet,14,11,43,0.517,131.3,0
2025-03-29,Organic Search,Desktop,620,485,1709,0.572,55.6,12
2025-03-29,Organic Search,Mobile,1220,1123,5366,0.434,84.0,6
2025-03-29,Organic Search,Tablet,160,123,575,0.486,166.1,1
2025-03-29,Paid Search,Desktop,242,227,634,0.632,180.4,4
2025-03-29,Paid Search,Mobile,392,348,1665,0.307,111.5,7
2025-03-29,Paid Search,Tablet,61,52,118,0.39,156.8,0
2025-03-29,Social,Desktop,370,334,957,0.366,63.3,4
2025-03-29,Social,Mobile,489,438,1224,0.499,199.8,13
2025-03-29,Social,Tablet,93,78,365,0.397,163.0,0
2025-03-29,Direct,Desktop,348,309,650,0.419,222.0,9
2025-03-29,Direct,Mobile,382,349,1100,0.466,90.6,2
2025-03-29,Direct,Tablet,59,54,141,0.325,222.9,0
2025-03-29,Email,Desktop,125,100,337,0.605,212.5,1
2025-03-29,Email,Mobile,146,114,273,0.363,102.1,3
2025-03-29,Email,Tablet,25,19,90,0.469,139.1,0
2025-03-29,Referral,Desktop,104,97,297,0.584,178.8,2
2025-03-29,Referral,Mobile,120,108,241,0.411,48.8,1
2025-03-29,Referral,Tablet,16,13,33,0.657,215.2,0
2025-03-30,Organic Search,Desktop,909,863,2339,0.673,171.5,14
2025-03-30,Organic Search,Mobile,1279,1043,5441,0.556,218.5,37
2025-03-30,Organic Search,Tablet,133,118,494,0.637,85.4,3
2025-03-30,Paid Search,Desktop,391,337,1483,0.655,54.2,10
2025-03-30,Paid Search,Mobile,417,320,1724,0.67,172.4,2
2025-03-30,Paid Search,Tablet,46,39,177,0.463,126.8,1
2025-03-30,Social,Desktop,483,442,1856,0.643,99.8,8
2025-03-30,Social,Mobile,478,412,1097,0.355,104.0,4
2025-03-30,Social,Tablet,89,79,275,0.471,194.4,1
2025-03-30,Direct,Desktop,264,233,778,0.593,131.0,2
2025-03-30,Direct,Mobile,377,325,1376,0.655,93.7,4
2025-03-30,Direct,Tablet,65,54,154,0.672,105.3,0
2025-03-30,Email,Desktop,93,73,399,0.351,135.6,2
2025-03-30,Email,Mobile,127,104,313,0.557,185.8,1
2025-03-30,Email,Tablet,20,18,40,0.689,134.0,0
2025-03-30,Referral,Desktop,92,77,171,0.691,56.4,0
2025-03-30,Referral,Mobile,138,121,557,0.351,234.3,1
2025-03-30,Referral,Tablet,15,12,44,0.36,214.2,0
2025-03-31,Organic Search,Desktop,710,668,2644,0.498,140.9,7
2025-03-31,Organic Search,Mobile,734,684,1674,0.478,194.9,5
2025-03-31,Organic Search,Tablet,145,129,289,0.435,213.5,1
2025-03-31,Paid Search,Desktop,319,240,965,0.619,200.2,7
2025-03-31,Paid Search,Mobile,285,228,1240,0.468,64.8,6
2025-03-31,Paid Search,Tablet,50,38,175,0.639,107.4,0
2025-03-31,Social,Desktop,335,317,706,0.383,139.2,5
2025-03-31,Social,Mobile,360,317,1200,0.364,117.6,6
2025-03-31,Social,Tablet,75,58,237,0.52,133.2,1
2025-03-31,Direct,Desktop,279,221,1058,0.458,60.1,4
2025-03-31,Direct,Mobile,307,239,691,0.627,176.6,4
2025-03-31,Direct,Tablet,57,53,182,0.416,160.6,1
2025-03-31,Email,Desktop,86,78,365,0.486,175.9,2
2025-03-31,Email,Mobile,158,148,586,0.524,205.1,2
2025-03-31,Email,Tablet,15,12,51,0.584,102.6,0
2025-03-31,Referral,Desktop,102,83,418,0.395,154.2,0
2025-03-31,Referral,Mobile,100,84,226,0.392,132.6,0
2025-03-31,Referral,Tablet,17,13,44,0.553,78.1,0
2025-04-01,Organic Search,Desktop,613,466,1533,0.482,49.8,17
2025-04-01,Organic Search,Mobile,1021,890,2668,0.316,166.6,25
2025-04-01,Organic Search,Tablet,140,126,514,0.351,234.8,3
2025-04-01,Paid Search,Desktop,210,178,575,0.656,132.4,2
2025-04-01,Paid Search,Mobile,214,176,389,0.336,220.6,3
2025-04-01,Paid Search,Tablet,52,45,101,0.315,123.7,1
2025-04-01,Social,Desktop,375,303,805,0.56,110.5,5
2025-04-01,Social,Mobile,451,341,1916,0.653,205.4,13
2025-04-01,Social,Tablet,70,53,276,0.312,135.6,1
2025-04-01,Direct,Desktop,215,166,736,0.538,195.2,5
2025-04-01,Direct,Mobile,263,245,1044,0.67,126.8,2
2025-04-01,Direct,Tablet,51,40,102,0.457,49.2,0
2025-04-01,Email,Desktop,68,55,122,0.531,84.1,0
2025-04-01,Email,Mobile,126,117,435,0.677,61.0,1
2025-04-01,Email,Tablet,15,12,66,0.376,124.4,0
2025-04-01,Referral,Desktop,67,56,207,0.618,79.8,1
2025-04-01,Referral,Mobile,93,80,359,0.685,145.9,1
2025-04-01,Referral,Tablet,15,13,40,0.528,59.3,0
2025-04-02,Organic Search,Desktop,725,667,2934,0.315,117.0,21
2025-04-02,Organic Search,Mobile,870,702,3521,0.663,194.2,22
2025-04-02,Organic Search,Tablet,102,91,345,0.31,139.0,2
2025-04-02,Paid Search,Desktop,213,160,387,0.532,47.0,5
2025-04-02,Paid Search,Mobile,278,231,1077,0.528,81.9,3
2025-04-02,Paid Search,Tablet,54,42,136,0.486,169.3,0
2025-04-02,Social,Desktop,388,300,1503,0.332,223.4,6
2025-04-02,Social,Mobile,483,400,2171,0.334,154.5,7
2025-04-02,Social,Tablet,71,65,133,0.515,215.8,1
2025-04-02,Direct,Desktop,201,174,743,0.34,228.7,5
2025-04-02,Direct,Mobile,297,243,1036,0.475,198.9,3
2025-04-02,Direct,Tablet,39,36,174,0.486,80.6,0
2025-04-02,Email,Desktop,86,66,261,0.318,190.3,1
2025-04-02,Email,Mobile,121,96,477,0.476,193.0,2
2025-04-02,Email,Tablet,20,18,38,0.642,192.4,0
2025-04-02,Referral,Desktop,88,77,392,0.427,165.7,1
