order_id,order_date,ship_date,customer_id,product_id,sales_channel,payment_method,quantity,unit_price,discount,sales_amount,cost_amount,profit,order_status
SO107696,2025-02-05,2025-02-06,C01214,P0057,Retail Shop,Bank Transfer,4,5299.84,0.1,19079.42,13095.2,5984.22,Completed
SO107697,2025-02-05,2025-02-07,C01934,P0005,Sales Rep,Credit Card,2,1154.82,0,2309.64,1706.08,603.56,Completed
SO107698,2025-02-06,2025-02-09,C01227,P0012,Online Store,Credit Card,1,6081.18,0.2,4864.94,3237.05,1627.89,Completed
SO107699,2025-02-06,2025-02-08,C01619,P0056,Sales Rep,Bank Transfer,1,7329.34,0,7329.34,4759.91,2569.43,Completed
SO107700,2025-02-06,2025-02-07,C00614,P0023,Marketplace,PromptPay,3,4144.95,0,12434.85,6751.68,5683.17,Completed
SO107701,2025-02-06,2025-02-08,C01860,P0004,Marketplace,Cash on Delivery,1,4559.99,0.15,3875.99,3472.87,403.12,Completed
SO107702,2025-02-06,2025-02-07,C01203,P0043,Marketplace,Cash on Delivery,1,4062.61,0,4062.61,2139.05,1923.56,Completed
SO107703,2025-02-06,2025-02-07,C01302,P0029,Marketplace,Credit Card,1,9842.19,0,9842.19,4834.33,5007.86,Completed
SO107704,2025-02-06,2025-02-07,C01199,P0060,Sales Rep,Bank Transfer,1,1288.75,0,1288.75,812.83,475.92,Returned
SO107705,2025-02-06,2025-02-07,C00786,P0006,Sales Rep,Cash on Delivery,3,1961.48,0,5884.44,3552.42,2332.02,Completed
SO107706,2025-02-06,2025-02-07,C00711,P0021,Online Store,Bank Transfer,1,8337.14,0.1,7503.43,3902.39,3601.04,Cancelled
SO107707,2025-02-06,2025-02-09,C00871,P0030,Online Store,Cash on Delivery,1,342.53,0.05,325.4,257.07,68.33,Completed
SO107708,2025-02-06,2025-02-09,C01094,P0002,Sales Rep,Bank Transfer,1,5627.44,0,5627.44,2720.47,2906.97,Completed
SO107709,2025-02-06,2025-02-09,C01512,P0058,Sales Rep,Cash on Delivery,1,2139.32,0.1,1925.39,1166.26,759.13,Completed
SO107710,2025-02-06,2025-02-08,C01694,P0032,Online Store,Credit Card,1,5237.53,0.2,4190.02,2493.95,1696.07,Completed
SO107711,2025-02-06,2025-02-09,C01280,P0013,Marketplace,Bank Transfer,5,951.59,0.15,4044.26,3447.0,597.26,Completed
SO107712,2025-02-06,2025-02-07,C00785,P0057,Online Store,PromptPay,1,5299.84,0,5299.84,3273.8,2026.04,Completed
SO107713,2025-02-06,2025-02-08,C00501,P0031,Online Store,Bank Transfer,1,3523.21,0,3523.21,1931.15,1592.06,Completed
SO107714,2025-02-06,2025-02-08,C01755,P0052,Online Store,Bank Transfer,1,2299.6,0.05,2184.62,1447.25,737.37,Completed
SO107715,2025-02-06,2025-02-07,C00183,P0049,Sales Rep,Bank Transfer,1,7844.05,0,7844.05,4963.18,2880.87,Completed
SO107716,2025-02-06,2025-02-07,C00160,P0005,Marketplace,Credit Card,2,1154.82,0.1,2078.68,1706.08,372.6,Completed
SO107717,2025-02-06,2025-02-09,C01233,P0051,Sales Rep,Bank Transfer,1,6235.15,0,6235.15,3488.34,2746.81,Returned
SO107718,2025-02-06,2025-02-08,C00332,P0017,Marketplace,Credit Card,2,6305.48,0,12610.96,7383.58,5227.38,Completed
SO107719,2025-02-07,2025-02-10,C01480,P0057,Sales Rep,Bank Transfer,4,5299.84,0,21199.36,13095.2,8104.16,Completed
SO107720,2025-02-07,2025-02-12,C00055,P0019,Sales Rep,PromptPay,2,2314.07,0,4628.14,2163.54,2464.6,Cancelled
SO107721,2025-02-07,2025-02-08,C00887,P0001,Online Store,Credit Card,2,5156.72,0.1,9282.1,5106.04,4176.06,Completed
SO107722,2025-02-07,2025-02-08,C01928,P0051,Marketplace,Bank Transfer,1,6235.15,0.15,5299.88,3488.34,1811.54,Completed
SO107723,2025-02-07,2025-02-12,C00823,P0006,Marketplace,PromptPay,4,1961.48,0.15,6669.03,4736.56,1932.47,Completed
SO107724,2025-02-07,2025-02-10,C01672,P0024,Marketplace,PromptPay,1,7277.41,0,7277.41,3922.11,3355.3,Completed
SO107725,2025-02-07,2025-02-10,C00062,P0009,Retail Shop,Credit Card,1,731.22,0,731.22,419.81,311.41,Completed
SO107726,2025-02-07,2025-02-10,C00658,P0021,Online Store,Credit Card,2,8337.14,0.05,15840.57,7804.78,8035.79,Completed
SO107727,2025-02-07,2025-02-09,C00380,P0034,Marketplace,PromptPay,1,5674.95,0.05,5391.2,3356.11,2035.09,Completed
SO107728,2025-02-07,2025-02-08,C00486,P0053,Online Store,Cash on Delivery,2,3731.52,0.1,6716.74,4744.3,1972.44,Cancelled
SO107729,2025-02-08,2025-02-09,C00259,P0002,Marketplace,Bank Transfer,1,5627.44,0,5627.44,2720.47,2906.97,Completed
SO107730,2025-02-08,2025-02-13,C00581,P0055,Sales Rep,PromptPay,2,2340.98,0.15,3979.67,2318.3,1661.37,Completed
SO107731,2025-02-08,2025-02-13,C00106,P0022,Sales Rep,Cash on Delivery,1,7381.54,0,7381.54,4233.9,3147.64,Completed
SO107732,2025-02-08,2025-02-11,C01059,P0004,Marketplace,Bank Transfer,1,4559.99,0.05,4331.99,3472.87,859.12,Completed
SO107733,2025-02-08,2025-02-09,C01456,P0060,Sales Rep,Credit Card,2,1288.75,0.2,2062.0,1625.66,436.34,Completed
SO107734,2025-02-08,2025-02-11,C01844,P0019,Retail Shop,PromptPay,1,2314.07,0,2314.07,1081.77,1232.3,Completed
SO107735,2025-02-08,2025-02-10,C00415,P0050,Online Store,Cash on Delivery,1,1070.16,0,1070.16,616.84,453.32,Completed
SO107736,2025-02-08,2025-02-11,C01262,P0023,Marketplace,Bank Transfer,2,4144.95,0,8289.9,4501.12,3788.78,Completed
SO107737,2025-02-08,2025-02-11,C01333,P0004,Sales Rep,PromptPay,3,4559.99,0.05,12995.97,10418.61,2577.36,Completed
SO107738,2025-02-08,2025-02-10,C01730,P0002,Sales Rep,PromptPay,1,5627.44,0,5627.44,2720.47,2906.97,Completed
SO107739,2025-02-08,2025-02-09,C01198,P0039,Retail Shop,PromptPay,1,3316.19,0,3316.19,1898.51,1417.68,Cancelled
SO107740,2025-02-08,2025-02-09,C01240,P0025,Marketplace,Credit Card,1,12260.15,0.05,11647.14,5871.62,5775.52,Completed
SO107741,2025-02-08,2025-02-09,C00932,P0016,Retail Shop,PromptPay,3,9284.71,0.1,25068.72,15724.38,9344.34,Completed
SO107742,2025-02-08,2025-02-10,C01573,P0029,Online Store,Bank Transfer,4,9842.19,0,39368.76,19337.32,20031.44,Completed
SO107743,2025-02-08,2025-02-11,C00115,P0032,Retail Shop,PromptPay,1,5237.53,0.1,4713.78,2493.95,2219.83,Completed
SO107744,2025-02-08,2025-02-15,C00648,P0052,Retail Shop,Bank Transfer,2,2299.6,0.1,4139.28,2894.5,1244.78,Completed
SO107745,2025-02-08,2025-02-09,C01288,P0046,Online Store,Bank Transfer,1,3112.92,0,3112.92,1445.22,1667.7,Completed
SO107746,2025-02-08,2025-02-09,C01386,P0044,Retail Shop,Cash on Delivery,1,6151.1,0,6151.1,4101.61,2049.49,Completed
SO107747,2025-02-08,2025-02-13,C00512,P0060,Online Store,Credit Card,1,1288.75,0,1288.75,812.83,475.92,Completed
SO107748,2025-02-08,2025-02-09,C01801,P0055,Online Store,PromptPay,1,2340.98,0.2,1872.78,1159.15,713.63,Completed
SO107749,2025-02-09,2025-02-11,C01473,P0022,Retail Shop,Bank Transfer,3,7381.54,0,22144.62,12701.7,9442.92,Completed
SO107750,2025-02-09,2025-02-12,C00601,P0025,Retail Shop,Cash on Delivery,1,12260.15,0,12260.15,5871.62,6388.53,Completed
SO107751,2025-02-09,2025-02-11,C01171,P0003,Sales Rep,Credit Card,1,3896.65,0.15,3312.15,2203.31,1108.84,Completed
SO107752,2025-02-09,2025-02-16,C01649,P0030,Online Store,PromptPay,3,342.53,0.05,976.21,771.21,205.0,Cancelled
SO107753,2025-02-09,2025-02-14,C01370,P0056,Marketplace,Cash on Delivery,2,7329.34,0,14658.68,9519.82,5138.86,Completed
SO107754,2025-02-09,2025-02-11,C01905,P0023,Retail Shop,PromptPay,2,4144.95,0.2,6631.92,4501.12,2130.8,Completed
SO107755,2025-02-09,2025-02-10,C00413,P0035,Marketplace,PromptPay,2,6101.81,0,12203.62,8385.56,3818.06,Completed
SO107756,2025-02-09,2025-02-10,C00273,P0050,Retail Shop,Bank Transfer,1,1070.16,0.1,963.14,616.84,346.3,Completed
SO107757,2025-02-09,2025-02-16,C01883,P0036,Retail Shop,Bank Transfer,1,11964.76,0,11964.76,5972.79,5991.97,Completed
SO107758,2025-02-09,2025-02-11,C00181,P0040,Online Store,Cash on Delivery,1,3716.07,0,3716.07,1858.29,1857.78,Completed
SO107759,2025-02-09,2025-02-11,C01481,P0031,Marketplace,Credit Card,1,3523.21,0.05,3347.05,1931.15,1415.9,Completed
SO107760,2025-02-09,2025-02-10,C00400,P0050,Retail Shop,Cash on Delivery,1,1070.16,0.1,963.14,616.84,346.3,Completed
SO107761,2025-02-09,2025-02-14,C00766,P0001,Online Store,PromptPay,3,5156.72,0,15470.16,7659.06,7811.1,Completed
SO107762,2025-02-09,2025-02-11,C00270,P0037,Retail Shop,Credit Card,1,1155.47,0,1155.47,549.75,605.72,Completed
SO107763,2025-02-09,2025-02-14,C01997,P0019,Online Store,Bank Transfer,1,2314.07,0.1,2082.66,1081.77,1000.89,Returned
SO107764,2025-02-09,2025-02-12,C01779,P0023,Marketplace,Bank Transfer,1,4144.95,0,4144.95,2250.56,1894.39,Completed
SO107765,2025-02-09,2025-02-14,C01837,P0001,Marketplace,Credit Card,1,5156.72,0.2,4125.38,2553.02,1572.36,Cancelled
SO107766,2025-02-09,2025-02-11,C01500,P0008,Retail Shop,Bank Transfer,2,2251.16,0,4502.32,2808.68,1693.64,Completed
SO107767,2025-02-09,2025-02-11,C01378,P0031,Online Store,Credit Card,1,3523.21,0,3523.21,1931.15,1592.06,Completed
SO107768,2025-02-09,2025-02-10,C01640,P0020,Marketplace,Credit Card,3,3344.65,0,10033.95,5473.2,4560.75,Completed
SO107769,2025-02-09,2025-02-10,C00898,P0021,Online Store,Bank Transfer,2,8337.14,0.1,15006.85,7804.78,7202.07,Completed
SO107770,2025-02-09,2025-02-12,C01797,P0003,Online Store,PromptPay,1,3896.65,0,3896.65,2203.31,1693.34,Completed
SO107771,2025-02-09,2025-02-11,C00290,P0049,Online Store,Credit Card,1,7844.05,0.2,6275.24,4963.18,1312.06,Completed
SO107772,2025-02-09,2025-02-11,C01040,P0031,Marketplace,Credit Card,1,3523.21,0,3523.21,1931.15,1592.06,Completed
SO107773,2025-02-09,2025-02-10,C00057,P0005,Online Store,Bank Transfer,3,1154.82,0.1,3118.01,2559.12,558.89,Completed
SO107774,2025-02-09,2025-02-10,C00735,P0020,Retail Shop,Cash on Delivery,1,3344.65,0.15,2842.95,1824.4,1018.55,Completed
SO107775,2025-02-10,2025-02-11,C00814,P0046,Retail Shop,Cash on Delivery,2,3112.92,0.05,5914.55,2890.44,3024.11,Completed
SO107776,2025-02-10,2025-02-12,C01133,P0038,Marketplace,PromptPay,1,7332.43,0.05,6965.81,4557.54,2408.27,Completed
SO107777,2025-02-10,2025-02-15,C00562,P0045,Sales Rep,Bank Transfer,2,6524.01,0.15,11090.82,7684.54,3406.28,Completed
SO107778,2025-02-10,2025-02-15,C01544,P0044,Retail Shop,Bank Transfer,1,6151.1,0.1,5535.99,4101.61,1434.38,Returned
SO107779,2025-02-10,2025-02-11,C01730,P0051,Retail Shop,Credit Card,1,6235.15,0.05,5923.39,3488.34,2435.05,Cancelled
SO107780,2025-02-10,2025-02-12,C00800,P0019,Online Store,Cash on Delivery,2,2314.07,0,4628.14,2163.54,2464.6,Completed
SO107781,2025-02-10,2025-02-11,C01326,P0013,Retail Shop,Credit Card,3,951.59,0,2854.77,2068.2,786.57,Completed
SO107782,2025-02-10,2025-02-13,C01500,P0046,Sales Rep,Cash on Delivery,1,3112.92,0,3112.92,1445.22,1667.7,Returned
SO107783,2025-02-10,2025-02-15,C00622,P0048,Marketplace,Credit Card,2,6484.47,0,12968.94,7416.48,5552.46,Completed
SO107784,2025-02-10,2025-02-12,C00810,P0010,Sales Rep,Bank Transfer,5,3668.18,0,18340.9,9209.4,9131.5,Completed
SO107785,2025-02-10,2025-02-12,C00613,P0006,Online Store,Cash on Delivery,2,1961.48,0,3922.96,2368.28,1554.68,Completed
SO107786,2025-02-10,2025-02-13,C00377,P0035,Retail Shop,PromptPay,2,6101.81,0,12203.62,8385.56,3818.06,Completed
SO107787,2025-02-10,2025-02-11,C01528,P0031,Online Store,Credit Card,3,3523.21,0,10569.63,5793.45,4776.18,Completed
SO107788,2025-02-10,2025-02-11,C00749,P0023,Online Store,Cash on Delivery,2,4144.95,0,8289.9,4501.12,3788.78,Completed
SO107789,2025-02-10,2025-02-11,C01702,P0013,Retail Shop,Credit Card,4,951.59,0.15,3235.41,2757.6,477.81,Returned
SO107790,2025-02-10,2025-02-12,C00999,P0020,Retail Shop,PromptPay,2,3344.65,0.1,6020.37,3648.8,2371.57,Completed
SO107791,2025-02-10,2025-02-15,C01573,P0021,Sales Rep,Bank Transfer,1,8337.14,0,8337.14,3902.39,4434.75,Completed
SO107792,2025-02-11,2025-02-12,C01101,P0016,Sales Rep,Cash on Delivery,3,9284.71,0,27854.13,15724.38,12129.75,Completed
SO107793,2025-02-11,2025-02-14,C00591,P0003,Sales Rep,Credit Card,5,3896.65,0,19483.25,11016.55,8466.7,Completed
SO107794,2025-02-11,2025-02-12,C00552,P0013,Marketplace,Bank Transfer,1,951.59,0,951.59,689.4,262.19,Completed
SO107795,2025-02-11,2025-02-12,C00355,P0011,Retail Shop,PromptPay,1,1857.44,0.1,1671.7,1424.51,247.19,Completed
SO107796,2025-02-11,2025-02-13,C01490,P0039,Marketplace,Cash on Delivery,2,3316.19,0,6632.38,3797.02,2835.36,Completed
SO107797,2025-02-11,2025-02-13,C00549,P0012,Retail Shop,Bank Transfer,3,6081.18,0,18243.54,9711.15,8532.39,Completed
SO107798,2025-02-11,2025-02-13,C01570,P0041,Marketplace,Credit Card,1,6964.31,0.05,6616.09,4745.29,1870.8,Completed
SO107799,2025-02-11,2025-02-16,C00753,P0008,Online Store,Credit Card,1,2251.16,0.1,2026.04,1404.34,621.7,Completed
SO107800,2025-02-11,2025-02-18,C01026,P0028,Online Store,Bank Transfer,1,6888.25,0,6888.25,3890.92,2997.33,Completed
SO107801,2025-02-11,2025-02-13,C00781,P0059,Sales Rep,Cash on Delivery,3,8973.93,0,26921.79,15159.72,11762.07,Completed
SO107802,2025-02-11,2025-02-12,C00587,P0013,Marketplace,Credit Card,2,951.59,0,1903.18,1378.8,524.38,Completed
SO107803,2025-02-11,2025-02-14,C00816,P0040,Retail Shop,Credit Card,1,3716.07,0.05,3530.27,1858.29,1671.98,Completed
SO107804,2025-02-11,2025-02-14,C00557,P0053,Marketplace,PromptPay,1,3731.52,0,3731.52,2372.15,1359.37,Completed
SO107805,2025-02-11,2025-02-12,C00689,P0051,Sales Rep,Cash on Delivery,3,6235.15,0,18705.45,10465.02,8240.43,Returned
SO107806,2025-02-11,2025-02-13,C00701,P0004,Retail Shop,Bank Transfer,4,4559.99,0.1,16415.96,13891.48,2524.48,Completed
SO107807,2025-02-11,2025-02-12,C01410,P0045,Sales Rep,Credit Card,2,6524.01,0.05,12395.62,7684.54,4711.08,Completed
SO107808,2025-02-11,2025-02-14,C00939,P0028,Marketplace,Bank Transfer,1,6888.25,0.05,6543.84,3890.92,2652.92,Completed
SO107809,2025-02-11,2025-02-13,C00021,P0011,Sales Rep,Bank Transfer,1,1857.44,0,1857.44,1424.51,432.93,Completed
SO107810,2025-02-11,2025-02-14,C00530,P0049,Online Store,Bank Transfer,1,7844.05,0,7844.05,4963.18,2880.87,Completed
SO107811,2025-02-11,2025-02-18,C01477,P0002,Online Store,Cash on Delivery,3,5627.44,0.15,14349.97,8161.41,6188.56,Completed
SO107812,2025-02-11,2025-02-14,C00195,P0014,Online Store,Bank Transfer,2,3738.19,0,7476.38,5504.44,1971.94,Completed
SO107813,2025-02-12,2025-02-13,C01658,P0034,Marketplace,Bank Transfer,1,5674.95,0,5674.95,3356.11,2318.84,Completed
SO107814,2025-02-12,2025-02-15,C01816,P0025,Retail Shop,PromptPay,1,12260.15,0,12260.15,5871.62,6388.53,Completed
SO107815,2025-02-12,2025-02-14,C00491,P0023,Retail Shop,PromptPay,2,4144.95,0.1,7460.91,4501.12,2959.79,Completed
SO107816,2025-02-12,2025-02-13,C00251,P0035,Sales Rep,Bank Transfer,1,6101.81,0,6101.81,4192.78,1909.03,Completed
SO107817,2025-02-12,2025-02-15,C00756,P0031,Sales Rep,PromptPay,1,3523.21,0,3523.21,1931.15,1592.06,Completed
SO107818,2025-02-12,2025-02-14,C01459,P0050,Retail Shop,Bank Transfer,1,1070.16,0.1,963.14,616.84,346.3,Completed
SO107819,2025-02-12,2025-02-14,C00447,P0001,Marketplace,Cash on Delivery,2,5156.72,0,10313.44,5106.04,5207.4,Completed
SO107820,2025-02-12,2025-02-13,C00264,P0058,Retail Shop,Cash on Delivery,2,2139.32,0.05,4064.71,2332.52,1732.19,Completed
SO107821,2025-02-12,2025-02-15,C00737,P0003,Online Store,PromptPay,1,3896.65,0,3896.65,2203.31,1693.34,Completed
SO107822,2025-02-13,2025-02-14,C01870,P0012,Online Store,Cash on Delivery,2,6081.18,0,12162.36,6474.1,5688.26,Returned
SO107823,2025-02-13,2025-02-15,C00149,P0030,Retail Shop,PromptPay,4,342.53,0,1370.12,1028.28,341.84,Completed
SO107824,2025-02-13,2025-02-15,C00958,P0044,Sales Rep,Cash on Delivery,1,6151.1,0,6151.1,4101.61,2049.49,Completed
SO107825,2025-02-13,2025-02-20,C00975,P0060,Sales Rep,Bank Transfer,1,1288.75,0.1,1159.88,812.83,347.05,Completed
SO107826,2025-02-13,2025-02-16,C00184,P0024,Retail Shop,Credit Card,2,7277.41,0.05,13827.08,7844.22,5982.86,Completed
SO107827,2025-02-13,2025-02-18,C00361,P0060,Online Store,Bank Transfer,1,1288.75,0,1288.75,812.83,475.92,Cancelled
SO107828,2025-02-13,2025-02-18,C01815,P0039,Retail Shop,Bank Transfer,1,3316.19,0,3316.19,1898.51,1417.68,Completed
SO107829,2025-02-13,2025-02-14,C01234,P0040,Online Store,PromptPay,2,3716.07,0,7432.14,3716.58,3715.56,Completed
SO107830,2025-02-13,2025-02-14,C00700,P0051,Marketplace,PromptPay,2,6235.15,0,12470.3,6976.68,5493.62,Completed
SO107831,2025-02-13,2025-02-14,C01551,P0016,Marketplace,Credit Card,1,9284.71,0,9284.71,5241.46,4043.25,Completed
SO107832,2025-02-13,2025-02-18,C00745,P0054,Marketplace,Credit Card,1,2515.37,0,2515.37,1690.73,824.64,Returned
SO107833,2025-02-13,2025-02-15,C00946,P0035,Sales Rep,Bank Transfer,1,6101.81,0.05,5796.72,4192.78,1603.94,Cancelled
SO107834,2025-02-13,2025-02-14,C01989,P0004,Online Store,Credit Card,1,4559.99,0,4559.99,3472.87,1087.12,Returned
SO107835,2025-02-13,2025-02-14,C01322,P0029,Retail Shop,Credit Card,1,9842.19,0,9842.19,4834.33,5007.86,Completed
SO107836,2025-02-13,2025-02-15,C01111,P0060,Online Store,Credit Card,2,1288.75,0,2577.5,1625.66,951.84,Completed
SO107837,2025-02-13,2025-02-15,C01657,P0009,Sales Rep,Bank Transfer,1,731.22,0,731.22,419.81,311.41,Completed
SO107838,2025-02-14,2025-02-15,C01566,P0010,Sales Rep,Bank Transfer,2,3668.18,0,7336.36,3683.76,3652.6,Returned
SO107839,2025-02-14,2025-02-16,C01617,P0019,Online Store,Credit Card,1,2314.07,0,2314.07,1081.77,1232.3,Completed
SO107840,2025-02-14,2025-02-17,C01342,P0015,Marketplace,Cash on Delivery,1,1756.87,0.15,1493.34,1218.74,274.6,Completed
SO107841,2025-02-14,2025-02-16,C00051,P0058,Online Store,Bank Transfer,2,2139.32,0,4278.64,2332.52,1946.12,Completed
SO107842,2025-02-14,2025-02-17,C01462,P0004,Online Store,Bank Transfer,3,4559.99,0,13679.97,10418.61,3261.36,Completed
SO107843,2025-02-14,2025-02-15,C00652,P0027,Retail Shop,Cash on Delivery,2,1568.2,0,3136.4,2252.3,884.1,Completed
SO107844,2025-02-14,2025-02-21,C00585,P0042,Marketplace,Bank Transfer,1,3499.17,0,3499.17,2147.31,1351.86,Completed
SO107845,2025-02-14,2025-02-16,C01102,P0010,Retail Shop,PromptPay,1,3668.18,0,3668.18,1841.88,1826.3,Completed
SO107846,2025-02-14,2025-02-21,C01064,P0034,Retail Shop,PromptPay,1,5674.95,0.2,4539.96,3356.11,1183.85,Completed
SO107847,2025-02-14,2025-02-15,C01674,P0004,Retail Shop,Credit Card,1,4559.99,0.1,4103.99,3472.87,631.12,Completed
SO107848,2025-02-14,2025-02-17,C01083,P0014,Online Store,PromptPay,2,3738.19,0.15,6354.92,5504.44,850.48,Completed
SO107849,2025-02-14,2025-02-16,C00727,P0054,Retail Shop,Cash on Delivery,1,2515.37,0,2515.37,1690.73,824.64,Completed
SO107850,2025-02-14,2025-02-16,C01541,P0022,Sales Rep,Credit Card,2,7381.54,0,14763.08,8467.8,6295.28,Completed
SO107851,2025-02-14,2025-02-19,C01520,P0058,Retail Shop,Bank Transfer,3,2139.32,0,6417.96,3498.78,2919.18,Completed
SO107852,2025-02-14,2025-02-15,C00161,P0026,Retail Shop,Credit Card,1,9740.44,0,9740.44,5440.22,4300.22,Completed
SO107853,2025-02-14,2025-02-15,C01093,P0037,Sales Rep,Bank Transfer,2,1155.47,0,2310.94,1099.5,1211.44,Completed
SO107854,2025-02-14,2025-02-15,C01043,P0021,Online Store,Bank Transfer,2,8337.14,0,16674.28,7804.78,8869.5,Completed
SO107855,2025-02-14,2025-02-16,C00143,P0039,Marketplace,Credit Card,2,3316.19,0,6632.38,3797.02,2835.36,Completed
SO107856,2025-02-14,2025-02-16,C00061,P0044,Online Store,Bank Transfer,4,6151.1,0.2,19683.52,16406.44,3277.08,Completed
SO107857,2025-02-14,2025-02-16,C00217,P0040,Online Store,Credit Card,1,3716.07,0,3716.07,1858.29,1857.78,Completed
SO107858,2025-02-14,2025-02-16,C00459,P0039,Online Store,PromptPay,1,3316.19,0,3316.19,1898.51,1417.68,Completed
SO107859,2025-02-14,2025-02-15,C00049,P0040,Sales Rep,PromptPay,1,3716.07,0,3716.07,1858.29,1857.78,Completed
SO107860,2025-02-14,2025-02-17,C01854,P0017,Online Store,Bank Transfer,3,6305.48,0,18916.44,11075.37,7841.07,Completed
SO107861,2025-02-14,2025-02-16,C01048,P0054,Online Store,Credit Card,1,2515.37,0.15,2138.06,1690.73,447.33,Cancelled
SO107862,2025-02-14,2025-02-16,C00900,P0002,Online Store,PromptPay,1,5627.44,0,5627.44,2720.47,2906.97,Completed
SO107863,2025-02-14,2025-02-17,C01639,P0014,Marketplace,PromptPay,1,3738.19,0,3738.19,2752.22,985.97,Completed
SO107864,2025-02-14,2025-02-16,C00188,P0058,Marketplace,Bank Transfer,1,2139.32,0.15,1818.42,1166.26,652.16,Completed
SO107865,2025-02-14,2025-02-16,C00695,P0044,Sales Rep,PromptPay,1,6151.1,0.05,5843.55,4101.61,1741.94,Returned
SO107866,2025-02-14,2025-02-16,C01440,P0001,Online Store,Cash on Delivery,2,5156.72,0.1,9282.1,5106.04,4176.06,Completed
SO107867,2025-02-15,2025-02-16,C01082,P0052,Marketplace,Bank Transfer,2,2299.6,0.05,4369.24,2894.5,1474.74,Completed
SO107868,2025-02-15,2025-02-20,C01457,P0014,Marketplace,Cash on Delivery,1,3738.19,0.2,2990.55,2752.22,238.33,Completed
SO107869,2025-02-15,2025-02-18,C00882,P0006,Retail Shop,Credit Card,1,1961.48,0,1961.48,1184.14,777.34,Completed
SO107870,2025-02-15,2025-02-16,C00874,P0059,Online Store,Cash on Delivery,2,8973.93,0,17947.86,10106.48,7841.38,Completed
SO107871,2025-02-15,2025-02-16,C01892,P0036,Retail Shop,Credit Card,1,11964.76,0.1,10768.28,5972.79,4795.49,Completed
SO107872,2025-02-15,2025-02-17,C01300,P0043,Online Store,Credit Card,1,4062.61,0,4062.61,2139.05,1923.56,Completed
SO107873,2025-02-15,2025-02-18,C00641,P0041,Retail Shop,Credit Card,4,6964.31,0.1,25071.52,18981.16,6090.36,Completed
SO107874,2025-02-15,2025-02-16,C00708,P0023,Sales Rep,Credit Card,3,4144.95,0.2,9947.88,6751.68,3196.2,Returned
SO107875,2025-02-15,2025-02-18,C01120,P0027,Retail Shop,Credit Card,2,1568.2,0.05,2979.58,2252.3,727.28,Completed
SO107876,2025-02-15,2025-02-18,C01181,P0047,Sales Rep,Cash on Delivery,1,2396.3,0.05,2276.49,1169.77,1106.72,Completed
SO107877,2025-02-15,2025-02-16,C00860,P0001,Online Store,PromptPay,1,5156.72,0,5156.72,2553.02,2603.7,Completed
SO107878,2025-02-15,2025-02-20,C00975,P0053,Retail Shop,Bank Transfer,1,3731.52,0.1,3358.37,2372.15,986.22,Completed
SO107879,2025-02-15,2025-02-17,C01395,P0004,Sales Rep,PromptPay,1,4559.99,0,4559.99,3472.87,1087.12,Completed
SO107880,2025-02-15,2025-02-20,C00919,P0023,Retail Shop,Cash on Delivery,1,4144.95,0,4144.95,2250.56,1894.39,Completed
SO107881,2025-02-15,2025-02-22,C01186,P0054,Online Store,Credit Card,1,2515.37,0,2515.37,1690.73,824.64,Completed
SO107882,2025-02-15,2025-02-22,C01120,P0043,Online Store,Cash on Delivery,1,4062.61,0.1,3656.35,2139.05,1517.3,Completed
SO107883,2025-02-15,2025-02-17,C00339,P0002,Online Store,PromptPay,1,5627.44,0,5627.44,2720.47,2906.97,Completed
SO107884,2025-02-15,2025-02-16,C00480,P0027,Sales Rep,Bank Transfer,1,1568.2,0.2,1254.56,1126.15,128.41,Completed
SO107885,2025-02-15,2025-02-17,C00244,P0035,Marketplace,Credit Card,1,6101.81,0,6101.81,4192.78,1909.03,Completed
SO107886,2025-02-15,2025-02-18,C01025,P0048,Marketplace,PromptPay,1,6484.47,0,6484.47,3708.24,2776.23,Completed
SO107887,2025-02-15,2025-02-16,C01750,P0057,Sales Rep,Credit Card,2,5299.84,0,10599.68,6547.6,4052.08,Completed
SO107888,2025-02-16,2025-02-18,C01887,P0051,Retail Shop,Credit Card,3,6235.15,0.05,17770.18,10465.02,7305.16,Completed
SO107889,2025-02-16,2025-02-19,C01874,P0023,Retail Shop,Cash on Delivery,1,4144.95,0.05,3937.7,2250.56,1687.14,Completed
SO107890,2025-02-16,2025-02-18,C01956,P0040,Online Store,Bank Transfer,4,3716.07,0,14864.28,7433.16,7431.12,Completed
SO107891,2025-02-16,2025-02-18,C00897,P0011,Online Store,Bank Transfer,1,1857.44,0,1857.44,1424.51,432.93,Completed
SO107892,2025-02-16,2025-02-18,C01390,P0009,Online Store,Bank Transfer,2,731.22,0,1462.44,839.62,622.82,Completed
SO107893,2025-02-16,2025-02-18,C01768,P0031,Marketplace,Credit Card,4,3523.21,0,14092.84,7724.6,6368.24,Completed
SO107894,2025-02-16,2025-02-18,C01136,P0033,Online Store,Bank Transfer,5,6400.14,0.05,30400.67,22310.15,8090.52,Completed
SO107895,2025-02-16,2025-02-18,C00302,P0034,Marketplace,Cash on Delivery,1,5674.95,0,5674.95,3356.11,2318.84,Completed
SO107896,2025-02-16,2025-02-18,C00205,P0039,Marketplace,Cash on Delivery,4,3316.19,0,13264.76,7594.04,5670.72,Completed
SO107897,2025-02-16,2025-02-17,C00407,P0045,Online Store,Cash on Delivery,4,6524.01,0.15,22181.63,15369.08,6812.55,Completed
